|                MJD |     mag |   dmag | filt |      source | nondet |
| 57953.808199999854 | 15.6359 | 0.0333 |    r | Las Cumbres |  False |
| 57953.809599999804 | 15.8072 | 0.0447 |    i | Las Cumbres |  False |
| 57953.810800000094 | 15.8145 | 0.0429 |    i | Las Cumbres |  False |
|  57954.70860000001 | 16.4264 | 0.0987 |    U | Las Cumbres |  False |
|  57954.71139999991 | 16.5483 | 0.0975 |    U | Las Cumbres |  False |
|  57954.71449999977 | 15.8277 | 0.0362 |    B | Las Cumbres |  False |
| 57954.716099999845 |  15.836 | 0.0357 |    B | Las Cumbres |  False |
|  57954.71780000022 | 15.3659 | 0.0305 |    V | Las Cumbres |  False |
|  57954.71900000004 | 15.3673 | 0.0311 |    V | Las Cumbres |  False |
|  57954.72039999999 | 15.2966 | 0.1108 |    g | Las Cumbres |  False |
|  57954.72200000007 | 15.2805 | 0.1108 |    g | Las Cumbres |  False |
|  57954.72369999997 | 15.6084 | 0.0405 |    r | Las Cumbres |  False |
|   57954.7248999998 | 15.6346 | 0.0433 |    r | Las Cumbres |  False |
|         57954.7267 | 15.9228 |  0.049 |    i | Las Cumbres |  False |
|  57954.72789999982 | 15.7184 | 0.0621 |    i | Las Cumbres |  False |
|  57960.48989999993 | 16.6532 | 0.0943 |    U | Las Cumbres |  False |
| 57960.492800000124 | 16.6153 | 0.0955 |    U | Las Cumbres |  False |
| 57960.495699999854 | 15.9216 | 0.0339 |    B | Las Cumbres |  False |
|  57960.49729999993 | 15.9104 | 0.0339 |    B | Las Cumbres |  False |
| 57960.498999999836 | 15.4267 | 0.0265 |    V | Las Cumbres |  False |
| 57960.500200000126 | 15.4633 | 0.0277 |    V | Las Cumbres |  False |
| 57960.501600000076 | 15.3869 | 0.1104 |    g | Las Cumbres |  False |
| 57960.503099999856 | 15.3641 | 0.1103 |    g | Las Cumbres |  False |
|  57960.50480000023 |   15.78 | 0.0411 |    r | Las Cumbres |  False |
|  57960.50600000005 | 15.7432 | 0.0407 |    r | Las Cumbres |  False |
|  57960.50730000017 | 15.9872 |  0.055 |    i | Las Cumbres |  False |
| 57960.508499999996 | 15.8834 | 0.0527 |    i | Las Cumbres |  False |
|  57966.36349999998 | 16.5844 | 0.1516 |    U | Las Cumbres |  False |
|  57966.36629999988 | 16.2961 | 0.1379 |    U | Las Cumbres |  False |
| 57966.369299999904 | 16.0104 | 0.0493 |    B | Las Cumbres |  False |
|  57966.37080000015 | 15.9897 | 0.0486 |    B | Las Cumbres |  False |
| 57966.372500000056 | 15.6249 | 0.0413 |    V | Las Cumbres |  False |
|  57966.37369999988 | 15.6314 | 0.0488 |    V | Las Cumbres |  False |
|  57966.37509999983 | 15.4705 | 0.1138 |    g | Las Cumbres |  False |
| 57966.376699999906 | 15.4627 |  0.114 |    g | Las Cumbres |  False |
|  57966.37839999981 | 15.8803 |  0.059 |    r | Las Cumbres |  False |
|   57966.3796000001 | 15.9909 | 0.0579 |    r | Las Cumbres |  False |
|  57966.38090000022 | 16.0638 | 0.0723 |    i | Las Cumbres |  False |
| 57966.382100000046 | 16.1404 | 0.0771 |    i | Las Cumbres |  False |
| 57972.816300000064 | 16.7144 | 0.1149 |    U | Las Cumbres |  False |
| 57972.819099999964 |  16.732 | 0.1227 |    U | Las Cumbres |  False |
|  57972.82209999999 | 16.1031 | 0.0406 |    B | Las Cumbres |  False |
| 57972.823700000066 | 16.1406 | 0.0418 |    B | Las Cumbres |  False |
|  57972.82539999997 | 15.7583 | 0.0319 |    V | Las Cumbres |  False |
|   57972.8265999998 | 15.7279 |  0.033 |    V | Las Cumbres |  False |
|  57972.82800000021 | 15.5875 | 0.1118 |    g | Las Cumbres |  False |
|  57972.82959999982 |  15.578 | 0.1117 |    g | Las Cumbres |  False |
| 57972.831300000194 | 16.1442 | 0.0413 |    r | Las Cumbres |  False |
|  57972.83250000002 | 16.1435 | 0.0413 |    r | Las Cumbres |  False |
|  57972.83389999997 | 16.0461 | 0.0467 |    i | Las Cumbres |  False |
|  57972.83509999979 | 16.1607 | 0.0486 |    i | Las Cumbres |  False |
|  57979.96909999987 | 17.0214 | 0.2005 |    U | Las Cumbres |  False |
|  57979.97189999977 | 17.2338 |  0.224 |    U | Las Cumbres |  False |
|   57979.9748999998 | 16.2625 | 0.0338 |    B | Las Cumbres |  False |
|  57979.97640000004 |  16.241 | 0.0328 |    B | Las Cumbres |  False |
|  57979.97819999978 | 15.9039 | 0.0246 |    V | Las Cumbres |  False |
|  57979.97929999977 |  15.903 | 0.0246 |    V | Las Cumbres |  False |
|  57979.98070000019 | 15.6747 | 0.1107 |    g | Las Cumbres |  False |
|   57979.9822999998 | 15.6926 | 0.1107 |    g | Las Cumbres |  False |
| 57979.983899999876 | 16.3861 | 0.0438 |    r | Las Cumbres |  False |
| 57979.985100000165 | 16.3715 | 0.0428 |    r | Las Cumbres |  False |
| 57979.986500000115 | 16.4009 | 0.0544 |    i | Las Cumbres |  False |
|  57979.98769999994 | 16.3811 | 0.0544 |    i | Las Cumbres |  False |
|  57988.01239999989 | 16.6018 | 0.2777 |    B | Las Cumbres |  False |
| 57988.013900000136 | 16.3618 | 0.2347 |    B | Las Cumbres |  False |
|  57988.01560000004 | 15.9934 | 0.2326 |    V | Las Cumbres |  False |
|  57988.01679999987 | 15.9293 | 0.2499 |    V | Las Cumbres |  False |
|  57988.01819999982 | 15.9855 | 0.1931 |    g | Las Cumbres |  False |
|  57988.01970000006 | 15.8578 | 0.1824 |    g | Las Cumbres |  False |
|  57988.02139999997 | 16.4231 | 0.3109 |    r | Las Cumbres |  False |
|  57988.02259999979 | 16.1968 | 0.3159 |    r | Las Cumbres |  False |
|  57988.02400000021 | 16.8082 | 0.5804 |    i | Las Cumbres |  False |
|   57988.0251000002 | 16.3691 | 0.3857 |    i | Las Cumbres |  False |
| 57997.403400000185 | 18.1848 | 0.5151 |    U | Las Cumbres |  False |
|  57997.40640000021 | 16.4944 | 0.0713 |    B | Las Cumbres |  False |
|  57997.40799999982 | 16.4773 | 0.0706 |    B | Las Cumbres |  False |
|  57997.40970000019 | 16.2077 | 0.0728 |    V | Las Cumbres |  False |
|  57997.41080000019 | 16.2518 | 0.0685 |    V | Las Cumbres |  False |
|  57997.41229999997 | 15.9027 | 0.1359 |    g | Las Cumbres |  False |
|  57997.41380000021 | 15.8887 | 0.1353 |    g | Las Cumbres |  False |
|  57997.41550000012 | 16.7339 | 0.0698 |    r | Las Cumbres |  False |
|  58000.75339999981 | 17.1897 | 0.3918 |    U | Las Cumbres |  False |
|  58000.75630000001 | 18.2914 | 0.7786 |    U | Las Cumbres |  False |
| 58000.759200000204 | 16.5949 | 0.1095 |    B | Las Cumbres |  False |
| 58000.760799999814 | 16.6842 | 0.1124 |    B | Las Cumbres |  False |
| 58000.762500000186 | 16.2865 | 0.1007 |    V | Las Cumbres |  False |
|  58000.76370000001 | 16.2866 | 0.0987 |    V | Las Cumbres |  False |
|  58000.76509999996 | 15.9501 | 0.1388 |    g | Las Cumbres |  False |
|  58000.76660000021 | 15.9611 | 0.1388 |    g | Las Cumbres |  False |
|  58000.76830000011 | 16.9061 | 0.1288 |    r | Las Cumbres |  False |
|  58000.76949999994 | 16.9645 |  0.121 |    r | Las Cumbres |  False |
|  58000.77089999989 | 16.7119 | 0.1214 |    i | Las Cumbres |  False |
|  58000.77210000018 | 16.9031 |  0.122 |    i | Las Cumbres |  False |
|   58006.7294999999 | 17.7388 | 0.1473 |    U | Las Cumbres |  False |
|   58006.7322999998 | 17.8646 | 0.1593 |    U | Las Cumbres |  False |
| 58006.735299999826 | 16.6868 | 0.0394 |    B | Las Cumbres |  False |
|  58006.73680000007 | 16.6856 | 0.0399 |    B | Las Cumbres |  False |
|  58006.73849999998 |  16.391 | 0.0375 |    V | Las Cumbres |  False |
|   58006.7396999998 | 16.4041 | 0.0354 |    V | Las Cumbres |  False |
|  58006.74110000022 | 16.0406 | 0.1135 |    g | Las Cumbres |  False |
|         58006.7426 | 16.0619 | 0.1135 |    g | Las Cumbres |  False |
| 58006.744299999904 | 17.0993 | 0.0652 |    r | Las Cumbres |  False |
| 58006.745500000194 | 16.9207 | 0.0624 |    r | Las Cumbres |  False |
| 58006.746900000144 | 17.0365 | 0.0809 |    i | Las Cumbres |  False |
|  58006.74809999997 | 16.8089 | 0.0749 |    i | Las Cumbres |  False |
| 58011.367000000086 | 16.0666 | 0.1274 |    g | Las Cumbres |  False |
|  58011.36860000016 | 16.0713 | 0.1249 |    g | Las Cumbres |  False |
|  58011.37030000007 | 16.9137 | 0.0891 |    r | Las Cumbres |  False |
|  58011.37149999989 |  17.005 | 0.0917 |    r | Las Cumbres |  False |
|  58011.37289999984 | 16.8178 | 0.1008 |    i | Las Cumbres |  False |
|  58011.37410000013 | 16.7426 | 0.0974 |    i | Las Cumbres |  False |
| 58013.371900000144 | 16.0751 | 0.1255 |    g | Las Cumbres |  False |
| 58013.373399999924 | 16.0719 | 0.1249 |    g | Las Cumbres |  False |
|  58013.37509999983 | 17.1625 | 0.0998 |    r | Las Cumbres |  False |
|  58013.37630000012 | 17.3115 | 0.1071 |    r | Las Cumbres |  False |
|  58013.37770000007 | 16.8827 | 0.1077 |    i | Las Cumbres |  False |
| 58013.378899999894 |  17.076 | 0.1181 |    i | Las Cumbres |  False |
|  58013.72459999984 | 17.6343 | 0.3889 |    U | Las Cumbres |  False |
|  58013.72740000021 |  18.146 | 0.4538 |    U | Las Cumbres |  False |
|  58013.73039999977 | 16.7087 | 0.0635 |    B | Las Cumbres |  False |
|  58013.73190000001 | 16.7539 | 0.0642 |    B | Las Cumbres |  False |
|  58013.73359999992 | 16.4341 | 0.0577 |    V | Las Cumbres |  False |
|  58013.73480000021 | 16.4667 | 0.0612 |    V | Las Cumbres |  False |
